Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
1502236800,09/08/2017,LTCUSD,49,50.26,46.49,47.62,52308.8,2527289.06
1502150400,08/08/2017,LTCUSD,46.05,49.68,42.76,49,43660.9,2020833.56
1502064000,07/08/2017,LTCUSD,45.27,46.68,44.66,46.05,55869.7,2551741.12
1501977600,06/08/2017,LTCUSD,46.22,46.81,44.99,45.27,41370.3,1888187.8
1501891200,05/08/2017,LTCUSD,42.85,47.13,42,46.22,44457.1,2034467.55
1501804800,04/08/2017,LTCUSD,41.94,43.92,41.01,42.85,48932.8,2082477.25
1501718400,03/08/2017,LTCUSD,41.72,43,29.35,41.94,47946.6,2014567.79
1501632000,02/08/2017,LTCUSD,43.11,47.61,41.1,41.72,42135.8,1787269.88
1501545600,01/08/2017,LTCUSD,42.06,44.49,39.84,43.11,57177.4,2414226.57
1501459200,31/07/2017,LTCUSD,40.09,43.56,38.25,42.06,55702.8,2247901.42
1501372800,30/07/2017,LTCUSD,41.12,41.9,39.69,40.09,49748.7,2013551.12
1501286400,29/07/2017,LTCUSD,39.87,41.67,38.14,41.12,51248.8,2018920.11
1501200000,28/07/2017,LTCUSD,41.94,42.12,38,39.87,59435.4,2406377.84
1501113600,27/07/2017,LTCUSD,41.9,42.57,40.62,41.94,57426.7,2392602.86
1501027200,26/07/2017,LTCUSD,42.13,43.27,40.1,41.9,57157.6,2380070.09
1500940800,25/07/2017,LTCUSD,45.16,45.7,39.77,42.13,59165.5,2531371.23
1500854400,24/07/2017,LTCUSD,44.95,46.1,43.92,45.16,44505,2001179.2
1500768000,23/07/2017,LTCUSD,47.26,47.44,43.64,44.95,44320.8,2017595.96
1500681600,22/07/2017,LTCUSD,46.59,47.73,45.26,47.26,11775.6,545756.18
1500595200,21/07/2017,LTCUSD,44.51,47.32,44.15,46.59,8397.1,384240.46
1500508800,20/07/2017,LTCUSD,39.75,46.28,39.75,44.51,49405.7,2076327
1500422400,19/07/2017,LTCUSD,43.96,44.33,39.44,39.75,38330.6,1609142.98
1500336000,18/07/2017,LTCUSD,42.32,45,40.52,43.96,30791.2,1328782.42
1500249600,17/07/2017,LTCUSD,41.03,43.13,38.5,42.32,46407.4,1924410.91
1500163200,16/07/2017,LTCUSD,38.85,42.02,34.87,41.03,44822.1,1745752.07
1500076800,15/07/2017,LTCUSD,42.24,42.82,36.31,38.85,37369.5,1476511.29
1499990400,14/07/2017,LTCUSD,45.44,46.58,39.4,42.24,66641.5,2975759.31
1499904000,13/07/2017,LTCUSD,46.59,47.18,43.33,45.44,52307.2,2354928.29
1499817600,12/07/2017,LTCUSD,46.66,48.55,44.19,46.59,49866.1,2306890.56
1499731200,11/07/2017,LTCUSD,46.78,46.78,46.78,46.78,0,0
1499644800,10/07/2017,LTCUSD,47.8,49.54,45.5,46.78,48552.6,2335917.51
1499558400,09/07/2017,LTCUSD,51.04,52.8,47.61,47.8,82689.6,4091271.46
1499472000,08/07/2017,LTCUSD,45.52,52.5,43.33,51.04,72795.6,3438738.31
1499385600,07/07/2017,LTCUSD,50.98,51.15,43.89,45.52,72940.5,3461262.51
1499299200,06/07/2017,LTCUSD,52.37,52.7,48.61,50.98,79145.1,4003007.26
1499212800,05/07/2017,LTCUSD,54.56,55.5,46,52.37,71498.5,3708436.81
1499126400,04/07/2017,LTCUSD,45.46,54.82,45.24,54.56,71559.9,3601289.37
1499040000,03/07/2017,LTCUSD,40.42,47.37,39.4,45.46,70469.1,3096284.64
1498953600,02/07/2017,LTCUSD,37.25,41.75,35.41,40.42,67707.9,2563913.14
1498867200,01/07/2017,LTCUSD,39.02,39.34,35.39,37.25,61469,2321347.76
1498780800,30/06/2017,LTCUSD,39.62,40.8,38.59,39.02,73880.8,2943294.2
1498694400,29/06/2017,LTCUSD,41.91,41.91,37.97,39.62,62492.2,2517559.74
1498608000,28/06/2017,LTCUSD,39.54,42.86,37.35,41.91,40780.8,1626605.91
1498521600,27/06/2017,LTCUSD,37.85,39.56,32.82,39.54,34518.3,1262991.29
1498435200,26/06/2017,LTCUSD,40.2,41,33,37.85,20715.9,789026.95
1498348800,25/06/2017,LTCUSD,33.93,43.02,33.93,40.2,27801.5,1159321
1498262400,24/06/2017,LTCUSD,46,47,33.93,33.93,32985.5,1461497.75
1498176000,23/06/2017,LTCUSD,45.71,46.95,44.98,46,40698.2,1877117.82
1498089600,22/06/2017,LTCUSD,43.38,49.07,40.92,45.71,57534.7,2525828.63
1498003200,21/06/2017,LTCUSD,41.5,47.6,40.55,43.38,30074.4,1324883.09
1497916800,20/06/2017,LTCUSD,47.25,47.46,41.5,41.5,36716.1,1711148.15
1497830400,19/06/2017,LTCUSD,42.31,49.74,42.07,47.25,43864.6,1968009.07
1497744000,18/06/2017,LTCUSD,45.78,46.2,39.4,42.31,47981.7,2105181.43
1497657600,17/06/2017,LTCUSD,33.13,48.54,32.74,45.78,38484.7,1522651.88
1497571200,16/06/2017,LTCUSD,28.6,33.24,26.89,33.13,47353.9,1436171.81
1497484800,15/06/2017,LTCUSD,28.5,29.5,24.01,28.6,38311.9,1055106.32
1497398400,14/06/2017,LTCUSD,30.37,32,26.6,28.5,28445.6,830054.25
1497312000,13/06/2017,LTCUSD,28.91,32,27.23,30.37,13840.3,409615.66
1497225600,12/06/2017,LTCUSD,34.11,34.26,24.94,28.91,9012.3,276791.1
1497139200,11/06/2017,LTCUSD,30.93,34.29,29.46,34.11,12302.4,383010.02
1497052800,10/06/2017,LTCUSD,31.17,32,28.42,30.93,14385.8,436464.73
1496966400,09/06/2017,LTCUSD,30.66,31.79,29.16,31.17,16687.3,516588.97
1496880000,08/06/2017,LTCUSD,29.36,31.15,27.19,30.66,9043.1,268445.2
1496793600,07/06/2017,LTCUSD,30.23,31.79,27.87,29.36,5992.6,182885.75
1496707200,06/06/2017,LTCUSD,29.15,31,28,30.23,4375.1,129474.99
1496620800,05/06/2017,LTCUSD,25.91,30.71,25.27,29.15,6402.6,178822.11
1496534400,04/06/2017,LTCUSD,26.61,28,25.02,25.91,8426.3,225274.25
1496448000,03/06/2017,LTCUSD,27.35,27.6,25.66,26.61,11725.1,311534.05
1496361600,02/06/2017,LTCUSD,25.92,27.35,24.74,27.35,9120,237800.38
1496275200,01/06/2017,LTCUSD,25.25,29,23.5,25.92,12269,319918.93
1496188800,31/05/2017,LTCUSD,23.73,25.89,21.72,25.25,13608.8,322737.57
1496102400,30/05/2017,LTCUSD,25.1,26.34,23,23.73,16590.3,412850.31
1496016000,29/05/2017,LTCUSD,22.73,26.5,21.91,25.1,16272.8,396327.55
1495929600,28/05/2017,LTCUSD,20.98,23.14,20.14,22.73,34995.8,754829.09
1495843200,27/05/2017,LTCUSD,25.64,26.01,19.75,20.98,51094.7,1159736.53
1495756800,26/05/2017,LTCUSD,27.83,29.18,23.94,25.64,27302,726579.36
