Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume XMR,Volume USD
1508112000,16/10/2017,XMRUSD,94.93,98.55,93.07,95.85,63853.09,6091445.9
1508025600,15/10/2017,XMRUSD,100.07,101.16,91.39,94.93,87004.18,8289298.4
1507939200,14/10/2017,XMRUSD,94.67,103.48,93.62,100.07,61840.55,5948125.99
1507852800,13/10/2017,XMRUSD,86.88,97.03,85.29,94.67,87872.42,8008810.4
1507766400,12/10/2017,XMRUSD,87.43,89.23,86.41,86.88,47603.23,4168814.36
1507680000,11/10/2017,XMRUSD,86.43,88.78,85.76,87.43,42996.34,3743131.59
1507593600,10/10/2017,XMRUSD,85.34,88.56,84.08,86.43,61721.81,5362369.02
1507507200,09/10/2017,XMRUSD,90.42,90.47,83.41,85.34,66761.01,5851532.73
1507420800,08/10/2017,XMRUSD,91.6,92.6,90,90.42,45080.56,4116089.97
1507334400,07/10/2017,XMRUSD,91.11,92.5,89,91.6,51747.31,4695506.3
1507248000,06/10/2017,XMRUSD,92,92.97,89.43,91.11,50712.88,4640633.27
1507161600,05/10/2017,XMRUSD,90.4,92.61,87.9,92,65767.02,5931040.65
1507075200,04/10/2017,XMRUSD,92.85,93.73,88.33,90.4,68504.83,6226361.14
1506988800,03/10/2017,XMRUSD,91.37,94.79,87.09,92.85,84468.65,7618283.05
1506902400,02/10/2017,XMRUSD,93.56,95.6,91,91.37,50418.13,4651721.02
1506816000,01/10/2017,XMRUSD,96.38,96.73,92,93.56,54685.54,5137617.51
1506729600,30/09/2017,XMRUSD,94.73,97.03,94,96.38,50950.57,4881722.3
1506643200,29/09/2017,XMRUSD,97.98,99.05,91.09,94.73,87439.05,8260699.12
1506556800,28/09/2017,XMRUSD,102.7,102.88,96.33,97.98,59765.38,5917854.97
1506470400,27/09/2017,XMRUSD,93.62,104.59,93.53,102.7,63393.21,6212812.68
1506384000,26/09/2017,XMRUSD,94.08,95.58,91.86,93.62,52211.98,4897889.74
1506297600,25/09/2017,XMRUSD,89.64,94.87,88.7,94.08,53792.01,4939757.2
1506211200,24/09/2017,XMRUSD,91.88,91.94,87.33,89.64,63922.7,5728476.15
1506124800,23/09/2017,XMRUSD,87.89,92.69,86.77,91.88,60879.51,5472374.6
1506038400,22/09/2017,XMRUSD,85.99,89.53,84.05,87.89,86168.47,7458933.26
1505952000,21/09/2017,XMRUSD,95.75,96.44,84.66,85.99,90669.3,8190393.14
1505865600,20/09/2017,XMRUSD,98.55,99.15,92.79,95.75,64792.4,6223306.42
1505779200,19/09/2017,XMRUSD,101.27,102.33,94.14,98.55,59124.05,5767137.59
1505692800,18/09/2017,XMRUSD,93.51,103.79,93.5,101.27,62729.8,6251979.35
1505606400,17/09/2017,XMRUSD,96.34,97.45,88.88,93.51,90931.19,8524282.55
1505520000,16/09/2017,XMRUSD,100.18,104.4,91.91,96.34,25468.27,2476582.58
1505433600,15/09/2017,XMRUSD,86.17,102.25,73.12,100.18,36348.24,3300008.61
1505347200,14/09/2017,XMRUSD,109.71,119.81,86.01,86.17,40055.26,3931732.37
1505260800,13/09/2017,XMRUSD,111.79,112.89,101.82,109.71,24046.9,2577972.56
1505174400,12/09/2017,XMRUSD,112.03,116.52,108.18,111.79,21893.29,2483334.69
1505088000,11/09/2017,XMRUSD,112.64,115.8,109.06,112.03,22025.37,2478452.27
1505001600,10/09/2017,XMRUSD,115.94,117.23,102.58,112.64,24777.28,2744248.68
1504915200,09/09/2017,XMRUSD,117.31,119.25,112.09,115.94,22956.32,2658096.36
1504828800,08/09/2017,XMRUSD,121.75,134.98,110.01,117.31,24764,3002848.4
1504742400,07/09/2017,XMRUSD,122.64,123.97,116.36,121.75,19498.08,2335571.76
1504656000,06/09/2017,XMRUSD,117.36,124.9,114.72,122.64,8788.56,1069564.79
1504569600,05/09/2017,XMRUSD,105.88,118.61,95.51,117.36,4121.77,437584.77
1504483200,04/09/2017,XMRUSD,126.56,126.81,104.17,105.88,13375.31,1558931.59
1504396800,03/09/2017,XMRUSD,125.83,129.75,110.15,126.56,20009.58,2453407.41
1504310400,02/09/2017,XMRUSD,142.3,142.87,120.13,125.83,10433.06,1361303.9
1504224000,01/09/2017,XMRUSD,140.99,150.53,136.04,142.3,22182.29,3148227.66
1504137600,31/08/2017,XMRUSD,134.02,143.5,131.78,140.99,22835.05,3173436.53
1504051200,30/08/2017,XMRUSD,132.96,138,121.87,134.02,25241.17,3265756.75
1503964800,29/08/2017,XMRUSD,144.74,147.47,127.03,132.96,26594.16,3619605.51
1503878400,28/08/2017,XMRUSD,130.56,154.05,127.44,144.74,15437.07,2143630.74
1503792000,27/08/2017,XMRUSD,138.08,139.48,123.77,130.56,11800.43,1552685.27
1503705600,26/08/2017,XMRUSD,107.52,148.35,104.16,138.08,13357.61,1750669.34
1503619200,25/08/2017,XMRUSD,85.97,108.91,85.12,107.52,22212.1,2077836.04
1503532800,24/08/2017,XMRUSD,89.95,93.88,79.36,85.97,21185.81,1818073.45
1503446400,23/08/2017,XMRUSD,91.22,100,85.44,89.95,19028.27,1751262.71
1503360000,22/08/2017,XMRUSD,77.37,96.32,71.51,91.22,21053.73,1729567.02
1503273600,21/08/2017,XMRUSD,54.83,95.33,52.84,77.37,26963.06,1858551.76
1503187200,20/08/2017,XMRUSD,55.48,56.4,51.86,54.83,28060.02,1519314.34
1503100800,19/08/2017,XMRUSD,46.65,58.26,46.33,55.48,29283.29,1539688.36
1503014400,18/08/2017,XMRUSD,47.2,49.07,45.32,46.65,33079.93,1576850.93
1502928000,17/08/2017,XMRUSD,48.62,49.43,47.04,47.2,34640.01,1675876.39
1502841600,16/08/2017,XMRUSD,48.79,49.26,47,48.62,30694.59,1473554.16
1502755200,15/08/2017,XMRUSD,50,50.21,45.2,48.79,34879.73,1662341.4
1502668800,14/08/2017,XMRUSD,47.65,50,46.66,50,30211.31,1456077.14
1502582400,13/08/2017,XMRUSD,49.5,50.15,40.11,47.65,32486.11,1541415.67
1502496000,12/08/2017,XMRUSD,50.64,51.85,45.86,49.5,30751.97,1500357.3
1502409600,11/08/2017,XMRUSD,49.36,51.49,48.4,50.64,30375,1513524.16
